0,1.4301581659718428,
1,1.3712265761039526,
2,1.3570388363599466,
3,1.3387342155029065,
4,1.3117243931717235,
5,1.29012315595129,
6,1.2691500479092932,
7,1.2585803008140555,
8,1.2512418181888922,
9,1.2266911976237327,
10,1.2048497274765868,
11,1.1806672900705306,
12,1.1822934537318013,
13,1.1837168974642172,
14,1.1876834964930147,
15,1.17735450465301,
16,1.1465155059265297,
17,1.1377789582635132,
18,1.1266523087450342,
19,1.1296286269968976,
20,1.119411664514431,
21,1.1019651977087679,
22,1.0949674390939679,
23,1.0949232910924107,
24,1.0839077826025396,
25,1.0951829183203567,
26,1.087451505055977,
27,1.0868257465426272,
28,1.0851551470774308,
29,1.067871241813461,
30,1.072512868295154,
31,1.0660645038049819,
32,1.0667718002145803,
33,1.0565584509332606,
34,1.0588547378484374,
35,1.045000576788674,
36,1.048914192298715,
37,1.0475087842198652,
38,1.0447535464457272,
39,1.0365090400861172,
40,1.034350871861834,
41,1.0353160443533085,
42,1.04064017866193,
43,1.0237420475435155,
44,1.0305384735674123,
45,1.0239666484305454,
46,1.0136965859913898,
47,1.022278185671058,
48,1.030647451888162,
49,1.0218950290305984,
50,1.025445289089968,
51,1.023882112757074,
52,1.0280830999435826,
53,1.0243777317536091,
54,1.0152972034204995,
55,1.0205280111039596,
56,1.0408235206760605,
57,1.02055286751999,
58,1.0124361667053348,
59,1.0129803460302993,
60,1.0057667068906802,
61,0.9938917368037699,
62,0.9914343031134405,
63,0.9940885948128909,
64,0.9976171745706126,
65,0.9996319999305116,
66,1.0089912317127805,
67,1.009452272679971,
68,1.0164663977880934,
69,1.001788829917267,
70,1.0061685563296308,
71,0.9949221428034265,
72,0.98805629416174,
73,0.9828917696891489,
74,1.0009634393746625,
75,1.0061212758144344,
76,1.0031390280903947,
77,1.0172323513108628,
78,1.0050141849325156,
79,0.9940131760940366,
80,0.9918170286868014,
81,0.9937825710336902,
