0,1.6291981167965586,
1,1.323075020722205,
2,1.2950903320760527,
3,1.2738405746757853,
4,1.2604803022114797,
5,1.2454970797143754,
6,1.2365154107228604,
7,1.2254477780306872,
8,1.2223898634138826,
9,1.22644637412935,
10,1.2214114034291634,
11,1.2305985085798012,
12,1.2251607378357146,
13,1.2088390546445902,
14,1.202774293017155,
15,1.1972525914548577,
16,1.2031725303980862,
17,1.2066606530039603,
18,1.195759725843427,
19,1.1916474068638758,
20,1.1772080975395278,
21,1.1802999941477006,
22,1.1842006817041175,
23,1.1826851786928128,
24,1.1797695246443227,
25,1.1652832870822816,
26,1.1638210128096493,
27,1.1773028398739713,
28,1.1767457825328724,
29,1.1658244325756804,
30,1.166600588071328,
31,1.1613435483333199,
32,1.1654378228715938,
33,1.1607126490039072,
34,1.1619580826536897,
35,1.1780903547044004,
36,1.1886394141973633,
37,1.1716948531773328,
38,1.1696249043878568,
39,1.1695143457747907,
40,1.1648913087832597,
41,1.156301004571958,
42,1.172596454015084,
43,1.169040459072029,
44,1.1620427310396675,
45,1.1536670504134503,
46,1.1534089780201664,
47,1.1542081299643645,
48,1.1505854911792355,
49,1.1577750549401324,
50,1.1613016737549167,
51,1.1601126084587388,
